"","Tau","Set","Day_0_Seq","Day_20_Seq","N","log_N","OT","DPM","DPMKills","molLeu","molLeuLhr","gCLhr","uMChr","log_uMChr","ind_P","NumRes","AvgRes","N_turn","Turn","Pump","Day_0.S","Day_20.S","Day_0.SimpE","Day_20.SimpE"
"1",0.221848749616356,"1","GSF3365_RTLC_002",NA,NA,NA,0.0943125,855016.169801914,689617.211925539,1.92943095497045e-12,1.28628730331363e-09,3.97628408239682e-06,0.0331355681438374,-1.47970557857769,NA,26,0.936161290322581,288,TRUE,TRUE,2137,NA,0.274293848784658,NA
"2",0.721848749616356,"1","GSF3365_RTLC_003","GSF3365_RTLC_017",NA,NA,0.1394375,728486.270633755,617696.10506478,1.72820800476968e-12,1.15213866984645e-09,3.56159206564699e-06,0.0296798151606561,-1.52753880807485,NA,25,0.889548387096774,91.0735966128493,TRUE,TRUE,1765,1231,0.138854487230241,0.0454487486731883
"3",1.22184874961636,"1","GSF3365_RTLC_004",NA,NA,NA,0.1208125,293934.758854132,248855.361140418,6.96254717532366e-13,4.64169811688244e-10,1.43488241623036e-06,0.0119573056391724,-1.92236666966745,NA,22,0.726903225806452,28.8,TRUE,TRUE,3222,NA,0.21868839580417,NA
"4",1.72184874961636,"1","GSF3365_RTLC_005","GSF3365_RTLC_019",NA,NA,0.0410625,549436.501851666,500337.710337065,1.39985929812843e-12,9.33239532085623e-10,2.88491185984343e-06,0.0240408360016332,-1.61905043414919,NA,16,0.338677419354839,9.10735966128493,TRUE,FALSE,1932,1883,0.265719110694768,0.0606951079304875
"5",2.22184874961636,"1",NA,"GSF3365_RTLC_020",NA,NA,0.0800625,320507.723223242,292044.855959202,8.1709153365565e-13,5.44727689103767e-10,1.68390998950565e-06,0.0140325271155474,-1.85286410990492,NA,21,0.701258064516129,2.88,TRUE,FALSE,NA,2106,NA,0.271184269816141
"6",2.72184874961636,"1",NA,"GSF3365_RTLC_021",NA,NA,0.1394375,156102.660379718,133594.369171236,3.7377418491197e-13,2.49182789941313e-10,7.70295686428993e-07,0.00641910504371873,-2.19252551736228,NA,24,0.830967741935484,0.910735966128494,FALSE,FALSE,NA,2482,NA,0.360513704049498
"7",3.22184874961636,"1","GSF3365_RTLC_008",NA,NA,NA,0.2128125,76342.7279451777,64153.419610549,1.79490290444153e-13,1.19660193629435e-10,3.69904081304012e-07,0.00308252168073072,-2.51109386013739,NA,26,0.595645161290323,0.288,FALSE,FALSE,1918,NA,0.169683833807174,NA
"8",3.72184874961636,"1","GSF3365_RTLC_009",NA,NA,NA,0.1913125,100314.877298372,80980.1719200184,2.26568664092716e-13,1.5104577606181e-10,4.66925945331676e-07,0.00389103398023246,-2.40993497650466,NA,23,0.629838709677419,0.0910735966128494,FALSE,FALSE,2367,NA,0.217983754812139,NA
"9",4.22184874961636,"1","GSF3365_RTLC_010","GSF3365_RTLC_024",NA,NA,0.2718125,68744.1185353906,53581.2910907878,1.49911283897901e-13,9.9940855931934e-11,3.08945935794849e-07,0.00257453916675921,-2.5893004968148,NA,25,0.584,0.0288,FALSE,FALSE,2083,2117,0.250042908126814,0.365417320867542
"10",4.72184874961636,"1","GSF3365_RTLC_011",NA,NA,NA,0.2844375,84988.2589674898,47672.0467410517,1.33378229368954e-13,8.89188195793029e-11,2.7487365070608e-07,0.00229060459342897,-2.64004987271045,NA,23,0.525225806451613,0.00910735966128494,FALSE,FALSE,2425,NA,0.276963940557895,NA
"11",5.22184874961636,"1","GSF3365_RTLC_012","GSF3365_RTLC_026",NA,NA,0.3100625,78939.5123128847,64662.3805524781,1.80914276068709e-13,1.2060951737914e-10,3.72838714107481e-07,0.00310697685627187,-2.50766198177266,NA,19,0.307806451612903,0.00288,FALSE,FALSE,1510,1803,0.201879900092321,0.307014012573211
"12",5.72184874961636,"1",NA,"GSF3365_RTLC_027",NA,NA,0.1795625,78938.5700834334,62888.4765722157,1.75951196273895e-13,1.1730079751593e-10,3.62610509186779e-07,0.00302174215620619,-2.51974259655368,NA,24,0.521354838709677,0.000910735966128494,FALSE,FALSE,NA,2110,NA,0.374347889010559
"13",6.22184874961636,"1",NA,"GSF3365_RTLC_028",NA,NA,0.3070625,83292.2459551993,61215.8099118845,1.71271361177003e-13,1.14180907451335e-10,3.52966031494496e-07,0.00294137183025308,-2.53145007116794,NA,21,0.48658064516129,0.000288,FALSE,FALSE,NA,2353,NA,0.290747600840338
"14",0.471848749616356,"2","GSF3365_RTLC_030",NA,5100000,6.70757017609794,0.0684375,769690.406700226,653577.612916004,1.82859832386549e-12,1.21906554924366e-09,3.76848230280166e-06,0.0314038935739371,-1.50301650311004,6.15762619096806e-09,25,0.799483870967742,161.954301654821,TRUE,TRUE,2119,NA,0.182065403424948,NA
"15",0.971848749616356,"2","GSF3365_RTLC_031","GSF3365_RTLC_045",4530000,6.65609820201283,0.0981875,994882.6124556,876467.278724502,2.45220546898467e-12,1.63480364598978e-09,5.05364835573477e-06,0.0421135678428445,-1.37557796378464,9.29659334279129e-09,28,0.973612903225807,51.214447009121,TRUE,TRUE,1784,1812,0.214183985549943,0.1934532230458
"16",1.97184874961636,"2","GSF3365_RTLC_033","GSF3365_RTLC_047",4640000,6.66651798055488,0.0980625,246258.118890051,223591.845518523,6.25571723794200e-13,4.170478158628e-10,1.28921477149127e-06,0.0107434134552682,-1.96885771032575,2.31539083087677e-09,22,0.812225806451613,5.1214447009121,TRUE,FALSE,1836,2152,0.208886572715061,0.265217957258936
"17",2.47184874961636,"2","GSF3365_RTLC_034","GSF3365_RTLC_048",4340000,6.63748972951251,0.1006875,161537.861679617,145168.192822864,4.06155763031907e-13,2.70770508687938e-10,8.37029535240478e-07,0.00697521822601947,-2.15644220054562,1.60719313963582e-09,23,0.795225806451613,1.61954301654821,TRUE,FALSE,1620,1906,0.27343496998638,0.314213842821338
"18",2.97184874961636,"2","GSF3365_RTLC_035","GSF3365_RTLC_049",10300000,7.01283722470517,0.1094375,142688.698996923,118303.661274242,3.30993400688943e-13,2.20662267125962e-10,6.82130545872782e-07,0.00568439847792166,-2.24531548551291,5.51883347371035e-10,22,0.675258064516129,0.51214447009121,FALSE,FALSE,1923,2180,0.1687388229339,0.289678560326957
"19",3.47184874961636,"2","GSF3365_RTLC_036","GSF3365_RTLC_050",7400000,6.86923171973098,0.0816875,145438.398421743,126451.21066971,3.537888497278e-13,2.35859233151867e-10,7.29108739588807e-07,0.0060758818596154,-2.21639067921609,8.21065116164244e-10,22,0.799838709677419,0.161954301654821,FALSE,FALSE,1880,2478,0.120323490947937,0.2371381288532
"20",3.97184874961636,"2",NA,"GSF3365_RTLC_051",10200000,7.00860017176192,0.1199375,86698.9470324279,71776.4279763905,2.00818163439065e-13,1.33878775626043e-10,4.13857808532539e-07,0.00344880127584421,-2.46233182949191,3.38117772141589e-10,23,0.691612903225806,0.051214447009121,FALSE,FALSE,NA,2268,NA,0.254337851603979
"21",4.47184874961636,"2","GSF3365_RTLC_038",NA,10350000,7.01494034979294,0.1221875,92587.9470796786,77449.3887846766,2.16690137050743e-13,1.44460091367162e-10,4.46567699428483e-07,0.00372138260964738,-2.42929567619823,3.59553875328249e-10,25,0.684806451612903,0.0161954301654821,FALSE,FALSE,2203,NA,0.13330210129474,NA
"22",4.97184874961636,"2","GSF3365_RTLC_039","GSF3365_RTLC_053",9580000,6.98136550907854,0.1806875,77689.5367503082,63125.6741409864,1.76614834483203e-13,1.17743222988802e-10,3.63978173596507e-07,0.00303313931403177,-2.51810764180745,3.16611619418765e-10,21,0.517870967741936,0.0051214447009121,FALSE,FALSE,2158,1547,0.174897274731214,0.356357008230265
"23",5.47184874961636,"2","GSF3365_RTLC_040",NA,9840000,6.99299509843134,0.0858125,68624.9164404531,57700.845357163,1.61437091816807e-13,1.07624727877871e-10,3.32698994408656e-07,0.00277248053010565,-2.55713149502456,2.81756151433501e-10,21,0.599838709677419,0.00161954301654821,FALSE,FALSE,1876,NA,0.151339087762764,NA
"24",5.97184874961636,"2","GSF3365_RTLC_041","GSF3365_RTLC_055",7320000,6.86451108105839,0.0848125,102940.453480752,87026.9718285947,2.43486575537448e-13,1.62324383691632e-10,5.01791366046417e-07,0.00418157799067461,-2.37865979877068,5.71253823862652e-10,23,0.728709677419355,0.00051214447009121,FALSE,FALSE,2000,2265,0.150004103135948,0.332776324060305
"25",6.47184874961636,"2",NA,NA,1.5e+07,7.17609125905568,0.0941875,93994.0285516345,74828.3736021964,2.09356985065739e-13,1.39571323377159e-10,4.31455111213469e-07,0.00359544487827521,-2.44424736502342,2.39696325218347e-10,23,0.669161290322581,0.000161954301654821,FALSE,FALSE,NA,NA,NA,NA
"26",1.09684874961636,"3",NA,"GSF3365_RTLC_073",4130000,6.6159500516564,0.042375,518133.49170869,483037.97609991,1.35145760198061e-12,9.0097173465374e-10,2.78516281546441e-06,0.0232095972901095,-1.63433239492541,5.61975721310158e-09,19,0.584838709677419,38.4054172463037,TRUE,TRUE,NA,1368,NA,0.129398708575389
